category_name,category_ref,service_name,service_ref,aws_0_name,aws_0_ref,aws_0_icon,azure_0_name,azure_0_ref,azure_0_icon,google_0_name,google_0_ref,google_0_icon,ibm_0_name,ibm_0_ref,ibm_0_icon,oracle_0_name,oracle_0_ref,oracle_0_icon,alibaba_0_name,alibaba_0_ref,alibaba_0_icon,alibaba_1_name,alibaba_1_ref,alibaba_1_icon,ibm_1_name,ibm_1_ref,ibm_1_icon,ibm_2_name,ibm_2_ref,ibm_2_icon,aws_1_name,aws_1_ref,aws_1_icon,azure_1_name,azure_1_ref,azure_1_icon,azure_2_name,azure_2_ref,azure_2_icon,oracle_1_name,oracle_1_ref,oracle_1_icon,google_1_name,google_1_ref,google_1_icon,azure_3_name,azure_3_ref,azure_3_icon,azure_4_name,azure_4_ref,azure_4_icon,ibm_3_name,ibm_3_ref,ibm_3_icon,ibm_4_name,ibm_4_ref,ibm_4_icon,alibaba_2_name,alibaba_2_ref,alibaba_2_icon,alibaba_3_name,alibaba_3_ref,alibaba_3_icon,aws_2_name,aws_2_ref,aws_2_icon,aws_3_name,aws_3_ref,aws_3_icon,aws_4_name,aws_4_ref,aws_4_icon,aws_5_name,aws_5_ref,aws_5_icon,aws_6_name,aws_6_ref,aws_6_icon,google_2_name,google_2_ref,google_2_icon,google_3_name,google_3_ref,google_3_icon,oracle_2_name,oracle_2_ref,oracle_2_icon,oracle_3_name,oracle_3_ref,oracle_3_icon,google_4_name,google_4_ref,google_4_icon,google_5_name,google_5_ref,google_5_icon,ibm_5_name,ibm_5_ref,ibm_5_icon,ibm_6_name,ibm_6_ref,ibm_6_icon,aws_name,aws_ref,aws_icon,azure_name,azure_ref,azure_icon,google_name,google_ref,google_icon,ibm_name,ibm_ref,ibm_icon,alibaba_name,alibaba_ref,alibaba_icon,oracle_name,oracle_ref,oracle_icon
Migration Services,,Large Scale Data Transfer Solution (Terabyte Scale),,AWS Snowball Edge,https://aws.amazon.com/snowball-edge/,Storage-Content-Delivery_AWSImportExportSnowball.png,Azure Data Box (Preview),https://azure.microsoft.com/en-us/services/storage/databox/,Microsoft Azure.png,Transfer Appliance (Beta),https://cloud.google.com/transfer-appliance/,Generic-GCP.png,Mass Data Migration Service,https://cloud.ibm.com/docs/infrastructure/mass-data-migration?topic=mass-data-migration-about,ibmcloud.png,Data Transfer Services - Storage applicance import,https://cloud.oracle.com/en_US/storage/data-transfer-services/features,storage.png,Data Transport,https://www.alibabacloud.com/product/data-transport,alibaba.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Snowball Edge,https://aws.amazon.com/snowball-edge/,Storage-Content-Delivery_AWSImportExportSnowball.png,Azure Data Box (Preview),https://azure.microsoft.com/en-us/services/storage/databox/,Microsoft Azure.png,Transfer Appliance (Beta),https://cloud.google.com/transfer-appliance/,Generic-GCP.png,Mass Data Migration Service,https://cloud.ibm.com/docs/infrastructure/mass-data-migration?topic=mass-data-migration-about,ibmcloud.png,Data Transport,https://www.alibabacloud.com/product/data-transport,alibaba.png,Data Transfer Services - Storage applicance import,https://cloud.oracle.com/en_US/storage/data-transfer-services/features,storage.png
Migration Services,,Large Scale Data Transfer Solution (Exabyte Scale),,AWS Snowmobile,https://aws.amazon.com/snowmobile/,Storage-Content-Delivery_AWSImportExportSnowball.png,,,none.png,,,none.png,,,none.png,,,none.png,,,none.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Snowmobile,https://aws.amazon.com/snowmobile/,Storage-Content-Delivery_AWSImportExportSnowball.png,,,none.png,,,none.png,,,none.png,,,none.png,,,none.png
Application Discovery Services,,Application Discovery Services,,Application Discovery Service,https://aws.amazon.com/application-discovery/,Storage-Content-Delivery_AWSImportExportSnowball.png,Azure Active Directory,https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/cloud-app-discovery,Azure%20Active%20Directory.png,,,none.png,,,none.png,,,none.png,,,none.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Discovery Service,https://aws.amazon.com/application-discovery/,Storage-Content-Delivery_AWSImportExportSnowball.png,Azure Active Directory,https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/cloud-app-discovery,Azure%20Active%20Directory.png,,,none.png,,,none.png,,,none.png,,,none.png
Networking & Content Delivery,,Virtual Networking,,Amazon VPC,https://aws.amazon.com/vpc/,Networking_AmazonVPC.png,Azure VNet,https://azure.microsoft.com/en-in/services/virtual-network/,Azure App Service - Web App (was Websites).png,Cloud Virtual Network,https://cloud.google.com/products/networking/,Cloud-Virtual-Network.png,IBM Cloud VPC on Classic,https://www.ibm.com/cloud/vpc,ibmcloud.png,Oracle Virtual Cloud Network,https://cloud.oracle.com/networking,service-virtual-cloud-network.png,Virtual Private Cloud,https://www.alibabacloud.com/product/vpc,vpc.png,,,,IBM Cloud VPC Next Gen (Early Access),,ibmcloud.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon VPC,https://aws.amazon.com/vpc/,Networking_AmazonVPC.png,Azure VNet,https://azure.microsoft.com/en-in/services/virtual-network/,Azure App Service - Web App (was Websites).png,Cloud Virtual Network,https://cloud.google.com/products/networking/,Cloud-Virtual-Network.png,IBM Cloud VPC on Classic<br/>IBM Cloud VPC Next Gen (Early Access),https://www.ibm.com/cloud/vpc,ibmcloud.png<br/>ibmcloud.png,Virtual Private Cloud,https://www.alibabacloud.com/product/vpc,vpc.png,Oracle Virtual Cloud Network,https://cloud.oracle.com/networking,service-virtual-cloud-network.png
Networking & Content Delivery,,Network Gateway,,Amazon VPN,http://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/vpn-connections.html/,aws.png,Azure VPN Gateway,https://azure.microsoft.com/en-in/pricing/details/vpn-gateway/,Azure VPN Gateway.png,Cloud VPN,https://cloud.google.com/products/networking/,Cloud-Virtual-Network.png,Classic IPSEC-VPN,https://cloud.ibm.com/docs/infrastructure/iaas-vpn?topic=VPN-about-iaas-vpn,ibmcloud.png,VPN Connect,https://www.oracle.com/cloud/networking/vpn-connect.html,oracle.png,VPN Gateway,https://www.alibabacloud.com/product/vpn-gateway,alibaba.png,,,,VPN gateway for VPC,https://cloud.ibm.com/docs/vpc-on-classic-network?topic=vpc-on-classic-network---using-vpn-with-your-vpc,ibmcloud.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon VPN,http://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/vpn-connections.html/,aws.png,Azure VPN Gateway,https://azure.microsoft.com/en-in/pricing/details/vpn-gateway/,Azure VPN Gateway.png,Cloud VPN,https://cloud.google.com/products/networking/,Cloud-Virtual-Network.png,Classic IPSEC-VPN<br/>VPN gateway for VPC,https://cloud.ibm.com/docs/infrastructure/iaas-vpn?topic=VPN-about-iaas-vpn<br/>https://cloud.ibm.com/docs/vpc-on-classic-network?topic=vpc-on-classic-network---using-vpn-with-your-vpc,ibmcloud.png<br/>ibmcloud.png,VPN Gateway,https://www.alibabacloud.com/product/vpn-gateway,alibaba.png,VPN Connect,https://www.oracle.com/cloud/networking/vpn-connect.html,oracle.png
Networking & Content Delivery,,Content Delivery Network,,Amazon CloudFront,https://aws.amazon.com/documentation/elastic-beanstalk/,Storage-Content-Delivery_AmazonCloudFront.png,Azure CDN,https://azure.microsoft.com/en-in/services/cdn/,Azure Content Delivery Network (CDN).png,Cloud CDN,https://cloud.google.com/cdn/,Cloud-CDN.png,Content Delivery Network,https://cloud.ibm.com/docs/infrastructure/CDN?topic=CDN-about-content-delivery-networks-cdn-,ibmcloud.png,,,,Alibaba Content Delivery Network,https://www.alibabacloud.com/product/cdn,cdn.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon CloudFront,https://aws.amazon.com/documentation/elastic-beanstalk/,Storage-Content-Delivery_AmazonCloudFront.png,Azure CDN,https://azure.microsoft.com/en-in/services/cdn/,Azure Content Delivery Network (CDN).png,Cloud CDN,https://cloud.google.com/cdn/,Cloud-CDN.png,Content Delivery Network,https://cloud.ibm.com/docs/infrastructure/CDN?topic=CDN-about-content-delivery-networks-cdn-,ibmcloud.png,Alibaba Content Delivery Network,https://www.alibabacloud.com/product/cdn,cdn.png,,,
Networking,,Networking & Content Delivery,,Amazon Route 53,https://aws.amazon.com/route53/,Networking_AmazonRoute53.png,Azure DNS,https://azure.microsoft.com/en-in/services/dns/,Azure DNS.png,Cloud DNS,https://cloud.google.com/dns/,Cloud-DNS.png,Internet Services,https://cloud.ibm.com/docs/infrastructure/cis?topic=cis-about-ibm-cloud-internet-services-cis,ibmcloud.png,Oracle DNS,https://cloud.oracle.com/edge/dns/features,EdgeServices.png,Alibaba Cloud DNS,https://www.alibabacloud.com/product/dns,DNS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Route 53,https://aws.amazon.com/route53/,Networking_AmazonRoute53.png,Azure DNS,https://azure.microsoft.com/en-in/services/dns/,Azure DNS.png,Cloud DNS,https://cloud.google.com/dns/,Cloud-DNS.png,Internet Services,https://cloud.ibm.com/docs/infrastructure/cis?topic=cis-about-ibm-cloud-internet-services-cis,ibmcloud.png,Alibaba Cloud DNS,https://www.alibabacloud.com/product/dns,DNS.png,Oracle DNS,https://cloud.oracle.com/edge/dns/features,EdgeServices.png
Networking,,Global Traffic Management,,Amazon Route 53 Traffic Flow,https://aws.amazon.com/blogs/aws/new-route-53-traffic-flow/,Networking_AmazonRoute53.png,Azure Traffic Manager,https://azure.microsoft.com/en-in/services/traffic-manager/,Azure Traffic Manager.png,,,none.png,Internet Services,https://cloud.ibm.com/docs/infrastructure/cis?topic=cis-about-ibm-cloud-internet-services-cis,ibmcloud.png,OCI Traffic Management,https://www.oracle.com/cloud/networking/traffic-management.html,none.png,,,none.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Route 53 Traffic Flow,https://aws.amazon.com/blogs/aws/new-route-53-traffic-flow/,Networking_AmazonRoute53.png,Azure Traffic Manager,https://azure.microsoft.com/en-in/services/traffic-manager/,Azure Traffic Manager.png,,,none.png,Internet Services,https://cloud.ibm.com/docs/infrastructure/cis?topic=cis-about-ibm-cloud-internet-services-cis,ibmcloud.png,,,none.png,OCI Traffic Management,https://www.oracle.com/cloud/networking/traffic-management.html,none.png
Hybrid Cloud,,Hybrid Cloud,,AWS Outposts,https://aws.amazon.com/outposts/,none.png,Azure Arc,https://azure.microsoft.com/en-in/services/azure-arc/,none.png,,,none.png,,,none.png,Cloud At Customer,https://www.oracle.com/cloud/cloud-at-customer.html,none.png,,,none.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Outposts,https://aws.amazon.com/outposts/,none.png,Azure Arc,https://azure.microsoft.com/en-in/services/azure-arc/,none.png,,,none.png,,,none.png,,,none.png,Cloud At Customer,https://www.oracle.com/cloud/cloud-at-customer.html,none.png
Networking & Content Delivery,,Private Connectivity,https://en.wikipedia.org/wiki/Platform_as_a_service,AWS Direct Connect,https://aws.amazon.com/directconnect/,Networking_AWSDirectConnect.png,Azure Express Route,https://azure.microsoft.com/en-in/services/expressroute/,Azure ExpressRoute.png,Cloud InterConnect,https://cloud.google.com/interconnect/,Cloud-Interconnect.png,Direct Link,https://cloud.ibm.com/docs/infrastructure/direct-link?topic=direct-link-overview-of-direct-link-offerings,ibmcloud.png,Fast Connect,https://cloud.oracle.com/fastconnect,service-fastconnect.png,Express Connect,https://www.alibabacloud.com/product/express-connect,expressconnect.png,,,,,,,,,,AWS Private Link,https://aws.amazon.com/about-aws/whats-new/2018/04/introducing-aws-privatelink-in-the-eu-paris-region/,Networking_AWSDirectConnect.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Direct Connect<br/>AWS Private Link,https://aws.amazon.com/directconnect/<br/>https://aws.amazon.com/about-aws/whats-new/2018/04/introducing-aws-privatelink-in-the-eu-paris-region/,Networking_AWSDirectConnect.png<br/>Networking_AWSDirectConnect.png,Azure Express Route,https://azure.microsoft.com/en-in/services/expressroute/,Azure ExpressRoute.png,Cloud InterConnect,https://cloud.google.com/interconnect/,Cloud-Interconnect.png,Direct Link,https://cloud.ibm.com/docs/infrastructure/direct-link?topic=direct-link-overview-of-direct-link-offerings,ibmcloud.png,Express Connect,https://www.alibabacloud.com/product/express-connect,expressconnect.png,Fast Connect,https://cloud.oracle.com/fastconnect,service-fastconnect.png
Networking & Content Delivery,,Load Balancers,https://en.wikipedia.org/wiki/Load_balancing_(computing),Elastic Load Balancing,https://aws.amazon.com/elasticloadbalancing/,aws.png,Azure Load Balancer,https://azure.microsoft.com/en-in/services/load-balancer/,Azure load balancer (automatic).png,Cloud Load Balancing,https://cloud.google.com/load-balancing/,Cloud-Load-Balancing.png,IBM Cloud Load Balancing,https://cloud.ibm.com/catalog/infrastructure/load-balancer-group,ibmcloud.png,Oracle Load Balancer,https://cloud.oracle.com/load-balancing,LoadBalancing.png,Server Load Balancer,https://www.alibabacloud.com/product/server-load-balancer,SLB.png,,,,Citrix NetScaler VPX,https://cloud.ibm.com/catalog/infrastructure/load-balancer-group,ibmcloud.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elastic Load Balancing,https://aws.amazon.com/elasticloadbalancing/,aws.png,Azure Load Balancer,https://azure.microsoft.com/en-in/services/load-balancer/,Azure load balancer (automatic).png,Cloud Load Balancing,https://cloud.google.com/load-balancing/,Cloud-Load-Balancing.png,IBM Cloud Load Balancing<br/>Citrix NetScaler VPX,https://cloud.ibm.com/catalog/infrastructure/load-balancer-group<br/>https://cloud.ibm.com/catalog/infrastructure/load-balancer-group,ibmcloud.png<br/>ibmcloud.png,Server Load Balancer,https://www.alibabacloud.com/product/server-load-balancer,SLB.png,Oracle Load Balancer,https://cloud.oracle.com/load-balancing,LoadBalancing.png
Developer Tools,https://en.wikipedia.org/wiki/Programming_tool,Cloud Software Development Kit,,AWS Cloud9,https://aws.amazon.com/cloud9/,aws.png,Azure Boards,https://azure.microsoft.com/en-in/services/devops/boards/,boards-icon-80.png,Cloud Source Repositories,https://cloud.google.com/source-repositories/,Generic-GCP.png,Continuous Delivery,https://cloud.ibm.com/docs/services/ContinuousDelivery?topic=ContinuousDelivery-getting-started,ibmcloud.png,Developer Cloud Service,https://cloud.oracle.com/en_US/developer-service/features,developer.png,,,none.png,,,,DevOps Insights,https://cloud.ibm.com/docs/services/DevOpsInsights?topic=DevOpsInsights-getting-started#getting-started,ibmcloud.png,Globalization Pipeline,https://cloud.ibm.com/docs/services/GlobalizationPipeline?topic=GlobalizationPipeline-globalizationpipeline#globalizationpipeline,ibmcloud.png,AWS Code Star,https://aws.amazon.com/codestar/,Developer-Tools_AWSCodeCommit.png,Azure Pipelines,https://azure.microsoft.com/en-in/services/devops/pipelines/,pipelines-icon-80.png,Azure Repos,https://azure.microsoft.com/en-in/services/devops/repos/,repos-icon-80.png,,,,,,,Azure Test Plans,https://azure.microsoft.com/en-in/services/devops/test-plans/,test-plans-icon-80.png,Azure Artifacts,https://azure.microsoft.com/en-in/services/devops/artifacts/,artifacts-icon-72.png,,,,,,,,,,,,,AWS CodeCommit,https://aws.amazon.com/codecommit/,Developer-Tools_AWSCodeCommit.png,AWS CodeBuild,https://aws.amazon.com/codebuild/,aws.png,AWS CodeDeploy,https://aws.amazon.com/codedeploy/,Developer-Tools_AWSCodeDeploy.png,AWS CodePipeline,https://aws.amazon.com/codepipeline,Developer-Tools_AWSCodePipeline.png,AWS X-Ray,https://aws.amazon.com/xray/,aws.png,,,,,,,,,,,,,,,,,,,,,,,,,AWS Cloud9<br/>AWS Code Star<br/>AWS CodeCommit<br/>AWS CodeBuild<br/>AWS CodeDeploy<br/>AWS CodePipeline<br/>AWS X-Ray,https://aws.amazon.com/cloud9/<br/>https://aws.amazon.com/codestar/<br/>https://aws.amazon.com/codecommit/<br/>https://aws.amazon.com/codebuild/<br/>https://aws.amazon.com/codedeploy/<br/>https://aws.amazon.com/codepipeline<br/>https://aws.amazon.com/xray/,aws.png<br/>Developer-Tools_AWSCodeCommit.png<br/>Developer-Tools_AWSCodeCommit.png<br/>aws.png<br/>Developer-Tools_AWSCodeDeploy.png<br/>Developer-Tools_AWSCodePipeline.png<br/>aws.png,Azure Boards<br/>Azure Pipelines<br/>Azure Repos<br/>Azure Test Plans<br/>Azure Artifacts,https://azure.microsoft.com/en-in/services/devops/boards/<br/>https://azure.microsoft.com/en-in/services/devops/pipelines/<br/>https://azure.microsoft.com/en-in/services/devops/repos/<br/>https://azure.microsoft.com/en-in/services/devops/test-plans/<br/>https://azure.microsoft.com/en-in/services/devops/artifacts/,boards-icon-80.png<br/>pipelines-icon-80.png<br/>repos-icon-80.png<br/>test-plans-icon-80.png<br/>artifacts-icon-72.png,Cloud Source Repositories,https://cloud.google.com/source-repositories/,Generic-GCP.png,Continuous Delivery<br/>DevOps Insights<br/>Globalization Pipeline,https://cloud.ibm.com/docs/services/ContinuousDelivery?topic=ContinuousDelivery-getting-started<br/>https://cloud.ibm.com/docs/services/DevOpsInsights?topic=DevOpsInsights-getting-started#getting-started<br/>https://cloud.ibm.com/docs/services/GlobalizationPipeline?topic=GlobalizationPipeline-globalizationpipeline#globalizationpipeline,ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png,,,none.png,Developer Cloud Service,https://cloud.oracle.com/en_US/developer-service/features,developer.png
Developer Tools,https://en.wikipedia.org/wiki/Programming_tool,Cloud Software Development Kit,,AWS SDK,,SDKs_Python.png,Azure SDK Visual Studio,https://www.visualstudio.com/team-services/,Azure SDK.png,Cloud SDK Cloud Tools for IntelliJ,,Cloud-Tools-for-PowerShell.png,IBM Cloud Developer Tool,https://marketplace.visualstudio.com/items?itemName=IBM.ibm-developer,ibmcloud.png,Visual Builder,https://cloud.oracle.com/en_US/visual-builder,developer.png,,,none.png,,,,Continuous Delivery,https://cloud.ibm.com/docs/services/ContinuousDelivery?topic=ContinuousDelivery-getting-started,ibmcloud.png,,,,,,,,,,,,,API Catalog,https://cloud.oracle.com/en_US/api-catalog,developer.png,Cloud Tools for Android Studio,,Cloud-Tools-for-PowerShell.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Tools for Powershell,,Cloud-Tools-for-PowerShell.png,Google Plugin for Eclipse,,Cloud-Tools-for-PowerShell.png,Oracle Enterprise Pack for Eclipse,https://docs.oracle.com/en/cloud/paas/developer-cloud/csdcs/using-eclipse-ide-oracle-developer-cloud-service.html,developer.png,Oracle Enterprise Pack for Netbeans,https://docs.oracle.com/en/cloud/paas/developer-cloud/csdcs/using-netbeans-ide-oracle-developer-cloud-service.html,developer.png,,,,,,,,,,,,,AWS SDK,,SDKs_Python.png,Azure SDK Visual Studio,https://www.visualstudio.com/team-services/,Azure SDK.png,Cloud SDK Cloud Tools for IntelliJ<br/>Cloud Tools for Android Studio<br/>Cloud Tools for Powershell<br/>Google Plugin for Eclipse,,Cloud-Tools-for-PowerShell.png<br/>Cloud-Tools-for-PowerShell.png<br/>Cloud-Tools-for-PowerShell.png<br/>Cloud-Tools-for-PowerShell.png,IBM Cloud Developer Tool<br/>Continuous Delivery,https://marketplace.visualstudio.com/items?itemName=IBM.ibm-developer<br/>https://cloud.ibm.com/docs/services/ContinuousDelivery?topic=ContinuousDelivery-getting-started,ibmcloud.png<br/>ibmcloud.png,,,none.png,Visual Builder<br/>API Catalog<br/>Oracle Enterprise Pack for Eclipse<br/>Oracle Enterprise Pack for Netbeans,https://cloud.oracle.com/en_US/visual-builder<br/>https://cloud.oracle.com/en_US/api-catalog<br/>https://docs.oracle.com/en/cloud/paas/developer-cloud/csdcs/using-eclipse-ide-oracle-developer-cloud-service.html<br/>https://docs.oracle.com/en/cloud/paas/developer-cloud/csdcs/using-netbeans-ide-oracle-developer-cloud-service.html,developer.png<br/>developer.png<br/>developer.png<br/>developer.png
Management Tools,,Server Management Services,https://en.wikipedia.org/wiki/Platform_as_a_service,Amazon EC2 Systems Manager,https://aws.amazon.com/documentation/elastic-beanstalk/,aws.png,Azure Operational Insights ,https://azure.microsoft.com/en-us/resources/videos/azure-operational-insights-overview/,Operations Management Suite (OMS).png,,,none.png,,,none.png,Oracle Management Cloud,https://cloud.oracle.com/management,oracle.png,,,none.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon EC2 Systems Manager,https://aws.amazon.com/documentation/elastic-beanstalk/,aws.png,Azure Operational Insights ,https://azure.microsoft.com/en-us/resources/videos/azure-operational-insights-overview/,Operations Management Suite (OMS).png,,,none.png,,,none.png,,,none.png,Oracle Management Cloud,https://cloud.oracle.com/management,oracle.png
Management Tools,https://en.wikipedia.org/wiki/Infrastructure_as_Code,Cloud Deployment Templates/ Infra as Code,https://en.wikipedia.org/wiki/Platform_as_a_service,AWS CloudFormation,https://aws.amazon.com/cloudformation/,Management-Tools_AWSCloudFormation.png,Azure Resource Manager,https://azure.microsoft.com/en-us/features/resource-manager/,Resource Group.png,Cloud Resource Manager,https://cloud.google.com/resource-manager/,Generic-GCP.png,Schematics,https://cloud.ibm.com/docs/schematics?topic=schematics-about-schematics,schematics_icon.svg,Stack Manager,https://docs.oracle.com/cloud/latest/stack-manager-cloud/index.html,oracle.png,Resource Orchestration Service,https://www.alibabacloud.com/product/ros,ros.png,,,,,,,,,,,,,Azure Building Blocks,https://azure.microsoft.com/en-in/resources/videos/azure-building-blocks-20-azbb/,Resource Group.png,,,,,,,Cloud Deployment Manager,https://cloud.google.com/deployment-manager/,Generic-GCP.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS CloudFormation,https://aws.amazon.com/cloudformation/,Management-Tools_AWSCloudFormation.png,Azure Resource Manager<br/>Azure Building Blocks,https://azure.microsoft.com/en-us/features/resource-manager/<br/>https://azure.microsoft.com/en-in/resources/videos/azure-building-blocks-20-azbb/,Resource Group.png<br/>Resource Group.png,Cloud Resource Manager<br/>Cloud Deployment Manager,https://cloud.google.com/resource-manager/<br/>https://cloud.google.com/deployment-manager/,Generic-GCP.png<br/>Generic-GCP.png,Schematics,https://cloud.ibm.com/docs/schematics?topic=schematics-about-schematics,schematics_icon.svg,Resource Orchestration Service,https://www.alibabacloud.com/product/ros,ros.png,Stack Manager,https://docs.oracle.com/cloud/latest/stack-manager-cloud/index.html,oracle.png
Management Tools,https://en.wikipedia.org/wiki/Infrastructure_as_Code,Logging & Monitoring,https://en.wikipedia.org/wiki/Log_management,Amazon CloudWatch,https://aws.amazon.com/cloudwatch/,Management-Tools_AWSCloudFormation.png,Log Analytics,https://azure.microsoft.com/en-in/services/log-analytics/,OMS Log Analytics.png,Google StackDriver,https://cloud.google.com/stackdriver/,Stackdriver.png,Monitoring,https://cloud.ibm.com/catalog/services/monitoring,ibmcloud.png,Application Performance Monitoring,https://cloud.oracle.com/application-performance-monitoring,AppPerfMonitoring.png,CloudMonitor,https://www.alibabacloud.com/product/cloud-monitor,CloudMonitor.png,ActionTrail,https://www.alibabacloud.com/product/actiontrail,CloudMonitor.png,IBM Cloud Log Analysis with LogDNA,https://www.ibm.com/cloud/log-analysis,ibmcloud.png,IBM Cloud Activity Tracker with LogDNA,https://www.ibm.com/cloud/blog/track-your-cloud-activities-using-ibm-cloud-activity-tracker-with-logdna,ibmcloud.png,AWS CloudTrail,https://aws.amazon.com/cloudtrail/,Management-Tools_AWSCloudTrail.png,Azure portal,https://portal.azure.com/#,Azure Management Portal.png,Application Insights,https://azure.microsoft.com/en-in/services/application-insights/,Azure Application Insights.png,Management Cloud,,AppPerfMonitoring.png,Monitoring,https://cloud.google.com/monitoring/,Monitoring.png,,,,,,,IBM Cloud Monitoring with Sysdig,https://www.ibm.com/cloud/sysdig,ibmcloud.png,,,,Application Real-Time Monitoring Service,https://www.alibabacloud.com/product/arms,CloudMonitor.png,,,,,,,,,,,,,,,,,,,Logging,https://cloud.google.com/logging/,Logging.png,Error Reporting,https://cloud.google.com/error-reporting/,Error-Reporting.png,,,,,,,Trace,https://cloud.google.com/trace/,Trace.png,Debugger,https://cloud.google.com/debugger/,Debugger.png,,,,,,,Amazon CloudWatch<br/>AWS CloudTrail,https://aws.amazon.com/cloudwatch/<br/>https://aws.amazon.com/cloudtrail/,Management-Tools_AWSCloudFormation.png<br/>Management-Tools_AWSCloudTrail.png,Log Analytics<br/>Azure portal<br/>Application Insights,https://azure.microsoft.com/en-in/services/log-analytics/<br/>https://portal.azure.com/#<br/>https://azure.microsoft.com/en-in/services/application-insights/,OMS Log Analytics.png<br/>Azure Management Portal.png<br/>Azure Application Insights.png,Google StackDriver<br/>Monitoring<br/>Logging<br/>Error Reporting<br/>Trace<br/>Debugger,https://cloud.google.com/stackdriver/<br/>https://cloud.google.com/monitoring/<br/>https://cloud.google.com/logging/<br/>https://cloud.google.com/error-reporting/<br/>https://cloud.google.com/trace/<br/>https://cloud.google.com/debugger/,Stackdriver.png<br/>Monitoring.png<br/>Logging.png<br/>Error-Reporting.png<br/>Trace.png<br/>Debugger.png,Monitoring<br/>IBM Cloud Log Analysis with LogDNA<br/>IBM Cloud Activity Tracker with LogDNA<br/>IBM Cloud Monitoring with Sysdig,https://cloud.ibm.com/catalog/services/monitoring<br/>https://www.ibm.com/cloud/log-analysis<br/>https://www.ibm.com/cloud/blog/track-your-cloud-activities-using-ibm-cloud-activity-tracker-with-logdna<br/>https://www.ibm.com/cloud/sysdig,ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png,CloudMonitor<br/>ActionTrail<br/>Application Real-Time Monitoring Service,https://www.alibabacloud.com/product/cloud-monitor<br/>https://www.alibabacloud.com/product/actiontrail<br/>https://www.alibabacloud.com/product/arms,CloudMonitor.png<br/>CloudMonitor.png<br/>CloudMonitor.png,Application Performance Monitoring<br/>Management Cloud,https://cloud.oracle.com/application-performance-monitoring,AppPerfMonitoring.png<br/>AppPerfMonitoring.png
